Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
17,-1.133,0.75,16.0,230.0,10.0,1020.0
17,-1.161,0.76,13.0,230.0,10.0,1019.0
18,-0.2,0.77,13.0,240.0,11.0,1018.0
18,-1.089,0.92,10.0,209.0,6.0,1018.0
12,-1.161,1.0,11.0,181.0,3.0,1017.0
12,-1.122,0.92,14.0,176.0,2.0,1016.0
12,-2.178,1.0,17.0,171.0,2.0,1015.0
12,-2.178,1.0,17.0,180.0,2.0,1014.0
12,-2.056,0.99,20.0,189.0,2.0,1014.0
12,-2.128,0.99,21.0,181.0,2.0,1013.0
12,-1.622,0.99,17.0,181.0,2.0,1013.0
12,-1.078,0.96,16.0,195.0,2.0,1012.0
12,-1.067,1.0,14.0,210.0,2.0,1011.0
12,-0.511,0.99,11.0,221.0,2.0,1010.0
19,0.928,0.9,18.0,277.0,14.0,1006.0
17,-0.533,1.0,6.0,164.0,5.0,1010.0
19,-0.528,0.99,6.0,249.0,5.0,1009.0
17,-0.6,0.99,11.0,240.0,8.0,1009.0
19,-2.333,1.0,13.0,248.0,10.0,1008.0
17,-1.178,1.0,14.0,240.0,11.0,1008.0
17,-0.028,0.93,13.0,250.0,11.0,1008.0
17,0.072,0.92,14.0,240.0,11.0,1008.0
18,2.156,0.85,23.0,269.0,11.0,1008.0
17,2.644,0.83,16.0,242.0,11.0,1007.0
17,2.711,0.89,13.0,279.0,11.0,1007.0
17,2.733,0.89,12.0,288.0,11.0,1007.0
18,2.889,0.87,14.0,270.0,11.0,1007.0
17,2.822,0.88,11.0,241.0,11.0,1005.0
17,2.867,0.88,11.0,243.0,11.0,1005.0
17,2.344,0.85,14.0,260.0,10.0,1005.0
19,1.228,0.85,11.0,242.0,10.0,1005.0
19,0.117,0.92,12.0,203.0,10.0,1005.0
19,1.078,0.86,14.0,234.0,11.0,1006.0
17,1.117,0.85,14.0,232.0,11.0,1005.0
17,1.733,0.85,17.0,243.0,10.0,1005.0
17,2.189,0.85,17.0,271.0,10.0,1005.0
17,2.222,0.92,21.0,280.0,11.0,1016.0
17,2.222,0.85,18.0,280.0,11.0,1016.0
18,-2.156,0.88,17.0,297.0,8.0,1013.0
6,1.061,0.85,22.0,300.0,10.0,1016.0
6,0.0,0.92,18.0,291.0,10.0,1016.0
6,-0.483,0.91,14.0,281.0,14.0,1005.0
19,-1.111,0.92,14.0,290.0,11.0,1016.0
17,-0.05,0.85,14.0,281.0,11.0,1016.0
17,-0.194,0.86,20.0,298.0,11.0,1007.0
17,0.0,0.85,21.0,300.0,11.0,1016.0
18,0.0,0.85,24.0,300.0,3.0,1016.0
17,1.128,0.78,21.0,311.0,11.0,1009.0
17,1.111,0.78,22.0,320.0,11.0,1016.0
19,1.111,0.75,18.0,329.0,11.0,1016.0
19,1.128,0.75,20.0,322.0,11.0,1010.0
17,0.05,0.91,8.0,35.0,11.0,1016.0
17,0.0,0.91,7.0,54.0,11.0,1016.0
17,0.067,0.88,5.0,354.0,6.0,1011.0
17,0.0,0.81,16.0,310.0,11.0,1012.0
18,-0.072,0.81,15.0,310.0,11.0,1013.0
18,-0.172,0.76,19.0,310.0,11.0,1013.0
18,-1.133,0.81,20.0,300.0,11.0,1013.0
18,-1.183,0.78,18.0,300.0,16.0,1014.0
18,-1.289,0.78,20.0,310.0,14.0,1014.0
18,-1.828,0.81,14.0,300.0,15.0,1014.0
18,-2.339,0.87,20.0,300.0,10.0,1014.0
18,-3.322,0.81,11.0,270.0,14.0,1017.0
18,-3.4,0.88,17.0,300.0,8.0,1014.0
18,-3.4,0.88,17.0,300.0,8.0,1014.0
18,-3.911,0.91,17.0,289.0,8.0,1014.0
18,-3.911,0.92,14.0,299.0,7.0,1014.0
18,-3.933,0.92,14.0,290.0,4.0,1014.0
12,-4.006,0.99,13.0,288.0,2.0,1015.0
12,-3.983,1.0,13.0,309.0,2.0,1015.0
12,-3.961,1.0,11.0,310.0,1.0,1015.0
12,-3.044,0.93,14.0,315.0,2.0,1016.0
12,-2.917,0.92,16.0,329.0,3.0,1016.0
12,-2.872,0.99,16.0,329.0,3.0,1016.0
18,-2.828,0.91,16.0,328.0,3.0,1016.0
18,-2.8,0.91,16.0,320.0,4.0,1016.0
18,-2.8,0.91,14.0,310.0,8.0,1016.0
18,-3.8,0.97,12.0,311.0,4.0,1017.0
18,-3.817,0.91,11.0,281.0,8.0,1017.0
17,-2.894,0.78,13.0,291.0,11.0,1017.0
17,-3.044,0.8,12.0,298.0,11.0,1017.0
17,-2.894,0.72,14.0,289.0,11.0,1018.0
18,-3.456,0.75,20.0,309.0,15.0,1018.0
18,-3.467,0.78,14.0,290.0,14.0,1018.0
18,-3.478,0.79,14.0,280.0,15.0,1018.0
18,-3.478,0.82,14.0,280.0,15.0,1018.0
18,-4.378,0.98,4.0,30.0,5.0,1019.0
17,-4.494,0.88,11.0,242.0,15.0,1018.0
17,-4.956,0.88,11.0,233.0,12.0,1018.0
18,-4.422,0.92,14.0,234.0,12.0,1018.0
12,-3.867,0.99,11.0,223.0,2.0,1017.0
12,-3.867,0.99,9.0,233.0,3.0,1017.0
18,-3.833,0.98,10.0,253.0,4.0,1017.0
18,-2.822,0.92,13.0,271.0,4.0,1017.0
18,-2.8,0.92,11.0,272.0,4.0,1018.0
17,-2.811,0.99,14.0,288.0,6.0,1018.0
17,-2.244,0.88,14.0,300.0,11.0,1018.0
18,-2.222,0.88,13.0,309.0,11.0,1018.0
17,-2.244,0.83,11.0,299.0,11.0,1018.0
12,-2.244,0.95,8.0,311.0,3.0,1018.0
18,-2.756,0.91,8.0,302.0,4.0,1018.0
18,-2.761,0.98,7.0,318.0,4.0,1019.0
18,-2.85,0.99,3.0,332.0,6.0,1019.0
18,-2.872,0.92,5.0,320.0,4.0,1019.0
18,-2.906,0.98,2.0,322.0,7.0,1020.0
18,-2.894,0.99,3.0,341.0,6.0,1020.0
18,-3.472,0.99,3.0,0.0,6.0,1020.0
18,-3.5,0.96,2.0,30.0,6.0,1020.0
18,-4.006,0.96,3.0,20.0,4.0,1020.0
18,-4.05,0.96,6.0,38.0,4.0,1020.0
18,-6.728,0.96,6.0,15.0,3.0,1012.0
18,-4.567,1.0,6.0,29.0,3.0,1019.0
18,-5.05,0.96,11.0,20.0,3.0,1019.0
18,-5.4,0.96,7.0,39.0,4.0,1019.0
18,-6.022,0.92,9.0,30.0,3.0,1018.0
12,-7.083,1.0,9.0,20.0,3.0,1018.0
12,-8.172,0.99,10.0,25.0,1.0,1018.0
12,-8.617,1.0,9.0,11.0,0.0,1018.0
12,-7.594,0.99,8.0,11.0,0.0,1019.0
12,-7.156,0.95,6.0,8.0,2.0,1018.0
12,-6.067,0.99,12.0,21.0,3.0,1017.0
12,-5.05,0.92,11.0,11.0,3.0,1016.0
17,-5.811,0.96,10.0,2.0,3.0,1016.0
17,-6.044,0.92,11.0,10.0,5.0,1015.0
17,-5.028,0.84,11.0,29.0,6.0,1015.0
18,-5.989,0.88,11.0,19.0,5.0,1014.0
17,-7.644,0.92,11.0,10.0,5.0,1014.0
17,-7.2,0.96,9.0,11.0,5.0,1014.0
18,-7.111,0.98,12.0,11.0,5.0,1014.0
12,-7.222,1.0,11.0,30.0,3.0,1013.0
12,-7.272,0.96,11.0,11.0,2.0,1012.0
12,-7.794,0.99,10.0,56.0,3.0,1012.0
12,-7.367,0.96,6.0,19.0,3.0,1012.0
12,-7.367,0.96,6.0,20.0,3.0,1011.0
17,-8.528,0.92,9.0,120.0,5.0,1005.0
12,-7.317,0.96,11.0,20.0,3.0,1010.0
12,-7.85,0.96,6.0,41.0,3.0,1010.0
12,-8.65,0.96,6.0,20.0,3.0,1009.0
12,-7.828,0.92,5.0,32.0,2.0,1009.0
12,-7.806,0.92,3.0,32.0,2.0,1008.0
12,-7.811,0.99,4.0,59.0,3.0,1008.0
12,-7.294,0.96,8.0,121.0,2.0,1008.0
12,-7.244,0.99,3.0,139.0,1.0,1008.0
12,-6.228,0.93,8.0,126.0,3.0,1007.0
12,-6.183,0.92,8.0,170.0,3.0,1007.0
19,-5.161,0.92,5.0,170.0,4.0,1006.0
17,-5.989,0.97,10.0,174.0,4.0,1006.0
17,-6.161,0.99,9.0,188.0,5.0,1005.0
17,-6.161,0.88,9.0,168.0,7.0,1005.0
19,-7.833,0.91,5.0,165.0,6.0,1005.0
19,-8.744,0.91,8.0,133.0,5.0,1005.0
19,-9.9,0.99,8.0,120.0,5.0,1005.0
19,-9.311,0.92,15.0,120.0,4.0,1005.0
19,-9.861,0.92,11.0,130.0,4.0,1005.0
17,-9.283,0.96,11.0,139.0,4.0,1005.0
18,-9.372,0.95,10.0,157.0,4.0,1005.0
18,-8.772,0.96,11.0,130.0,4.0,1004.0
17,-8.267,0.92,3.0,145.0,4.0,1004.0
19,-13.194,0.96,6.0,185.0,4.0,1011.0
17,-9.261,0.96,7.0,107.0,5.0,1004.0
17,-8.75,0.92,14.0,80.0,5.0,1003.0
17,-7.867,0.89,13.0,86.0,5.0,1003.0
18,-7.244,0.89,13.0,79.0,7.0,1002.0
18,-7.244,0.88,11.0,70.0,8.0,1001.0
18,-6.306,0.89,17.0,70.0,7.0,1001.0
12,-6.206,0.93,17.0,50.0,0.0,1000.0
12,-6.183,0.92,20.0,60.0,3.0,1000.0
12,-5.167,0.93,20.0,51.0,3.0,999.0
12,-5.117,0.93,25.0,40.0,1.0,1000.0
12,-5.094,0.93,24.0,49.0,2.0,999.0
12,-5.0,0.93,16.0,30.0,2.0,999.0
18,-5.094,0.92,16.0,10.0,3.0,1001.0
18,-5.117,0.85,17.0,340.0,6.0,1001.0
18,-5.939,0.92,14.0,320.0,6.0,1003.0
12,-6.161,1.0,16.0,301.0,3.0,1004.0
12,-6.206,1.0,17.0,291.0,3.0,1005.0
18,-7.022,0.95,14.0,290.0,5.0,1007.0
19,-9.883,0.92,11.0,269.0,4.0,1008.0
19,-9.467,0.96,11.0,241.0,4.0,1009.0
19,-10.939,0.96,11.0,235.0,4.0,1010.0
19,-11.039,0.96,11.0,241.0,4.0,1011.0
19,-11.083,0.96,11.0,231.0,4.0,1012.0
6,-6.611,0.87,17.0,146.0,9.0,1013.0
19,-13.883,0.91,6.0,191.0,6.0,1014.0
19,-15.483,0.91,6.0,170.0,6.0,1014.0
19,-14.828,0.92,9.0,167.0,5.0,1015.0
12,-14.978,0.95,11.0,180.0,2.0,1015.0
19,-14.006,0.99,8.0,159.0,6.0,1015.0
19,-14.9,0.92,10.0,145.0,6.0,1015.0
12,-12.433,0.96,9.0,150.0,1.0,1016.0
12,-9.211,0.92,11.0,160.0,2.0,1016.0
12,-7.617,0.95,12.0,149.0,3.0,1016.0
19,-6.289,0.92,14.0,170.0,4.0,1016.0
17,-4.0,0.84,25.0,150.0,4.0,1016.0
17,-2.889,0.79,17.0,150.0,6.0,1015.0
17,-2.383,0.75,22.0,141.0,7.0,1015.0
17,-2.894,0.78,20.0,150.0,7.0,1014.0
17,-4.128,0.84,22.0,149.0,7.0,1014.0
17,-3.983,0.84,26.0,161.0,6.0,1014.0
19,-5.094,0.92,20.0,141.0,6.0,1014.0
19,-4.989,0.91,16.0,152.0,6.0,1014.0
19,-6.156,0.92,14.0,150.0,4.0,1014.0
19,-6.156,0.92,17.0,150.0,5.0,1014.0
6,-6.778,0.96,17.0,140.0,6.0,1014.0
6,-6.361,0.92,20.0,140.0,6.0,1014.0
18,3.639,1.0,14.0,170.0,7.0,1002.0
12,2.35,0.99,2.0,140.0,2.0,1012.0
18,3.078,1.0,25.0,209.0,7.0,1005.0
12,3.078,1.0,20.0,180.0,2.0,1005.0
12,2.728,1.0,17.0,162.0,2.0,1006.0
12,2.567,1.0,16.0,170.0,1.0,1006.0
12,2.594,1.0,16.0,160.0,2.0,1007.0
17,2.611,0.99,11.0,156.0,5.0,1007.0
17,3.589,1.0,8.0,130.0,11.0,1007.0
17,3.661,1.0,5.0,130.0,7.0,1008.0
18,3.75,0.99,1.0,313.0,7.0,1009.0
18,3.656,1.0,5.0,40.0,4.0,1009.0
18,3.722,1.0,10.0,41.0,5.0,1008.0
18,3.911,0.99,13.0,39.0,4.0,1008.0
18,3.7,1.0,11.0,65.0,4.0,1008.0
18,3.7,1.0,13.0,351.0,5.0,1009.0
18,3.033,0.99,13.0,19.0,4.0,1010.0
17,2.15,1.0,13.0,11.0,5.0,1011.0
19,2.083,0.93,10.0,80.0,5.0,1011.0
12,2.183,1.0,4.0,124.0,1.0,1011.0
12,2.106,1.0,5.0,284.0,0.0,1012.0
12,1.572,1.0,6.0,310.0,0.0,1013.0
12,1.794,1.0,6.0,327.0,0.0,1014.0
12,2.083,1.0,3.0,67.0,0.0,1014.0
6,-6.289,0.85,20.0,141.0,8.0,1014.0
17,-0.111,0.95,7.0,145.0,6.0,1013.0
6,-5.733,0.85,20.0,140.0,10.0,1013.0
19,-6.194,0.85,17.0,141.0,10.0,1012.0
19,-5.289,0.89,14.0,157.0,10.0,1012.0
19,-3.961,0.85,20.0,141.0,10.0,1011.0
17,-2.406,0.82,24.0,150.0,10.0,1011.0
17,-1.239,0.83,22.0,150.0,10.0,1010.0
17,0.65,0.78,21.0,160.0,10.0,1010.0
19,1.761,0.8,26.0,161.0,10.0,1010.0
19,2.622,0.82,25.0,169.0,10.0,1011.0
17,2.683,0.81,23.0,160.0,10.0,1010.0
17,2.778,0.88,20.0,160.0,10.0,1010.0
19,2.978,0.86,19.0,161.0,10.0,1010.0
19,3.939,0.82,19.0,160.0,10.0,1009.0
19,2.8,0.88,14.0,159.0,10.0,1010.0
19,2.217,0.91,14.0,142.0,10.0,1010.0
19,2.15,0.92,14.0,149.0,8.0,1010.0
17,2.106,0.92,15.0,150.0,10.0,1010.0
17,1.894,0.92,18.0,148.0,10.0,1010.0
17,2.172,0.92,15.0,150.0,10.0,1010.0
18,1.644,0.96,13.0,160.0,10.0,1011.0
18,1.6,0.95,13.0,159.0,8.0,1011.0
17,1.622,0.96,6.0,148.0,7.0,1012.0
17,1.061,0.96,3.0,15.0,5.0,1012.0
19,1.65,0.99,6.0,136.0,4.0,1014.0
17,1.017,0.99,3.0,150.0,4.0,1013.0
17,1.428,0.96,6.0,150.0,4.0,1013.0
17,1.028,0.99,7.0,170.0,5.0,1014.0
17,1.961,0.92,8.0,148.0,4.0,1014.0
17,1.983,0.92,7.0,159.0,4.0,1014.0
17,1.939,0.92,7.0,171.0,4.0,1015.0
17,1.933,1.0,9.0,170.0,4.0,1015.0
17,1.983,1.0,4.0,207.0,4.0,1015.0
17,2.528,0.96,5.0,156.0,5.0,1015.0
17,3.628,0.89,8.0,139.0,5.0,1015.0
17,2.633,0.96,11.0,129.0,5.0,1015.0
17,3.8,0.89,14.0,128.0,5.0,1014.0
19,3.672,0.92,3.0,118.0,5.0,1014.0
19,3.767,0.89,4.0,151.0,5.0,1014.0
17,2.817,0.95,8.0,159.0,5.0,1014.0
17,2.106,0.92,3.0,15.0,4.0,1015.0
17,2.611,0.96,3.0,95.0,4.0,1015.0
19,2.739,0.96,4.0,93.0,4.0,1015.0
12,2.711,0.96,8.0,132.0,3.0,1015.0
12,2.222,0.96,3.0,143.0,3.0,1015.0
12,3.078,0.96,6.0,138.0,2.0,1015.0
12,2.611,0.96,6.0,149.0,2.0,1015.0
12,2.083,0.96,6.0,139.0,2.0,1015.0
17,7.294,0.94,10.0,160.0,6.0,1011.0
12,1.739,1.0,6.0,148.0,0.0,1015.0
12,2.15,0.96,10.0,139.0,1.0,1015.0
12,2.028,1.0,10.0,148.0,2.0,1015.0
12,2.683,0.96,12.0,139.0,1.0,1014.0
12,2.639,1.0,20.0,139.0,2.0,1013.0
17,3.656,0.93,20.0,131.0,5.0,1013.0
17,3.733,0.93,17.0,140.0,7.0,1013.0
17,4.822,0.93,21.0,140.0,7.0,1013.0
17,4.911,0.98,13.0,149.0,7.0,1013.0
17,7.067,0.93,14.0,160.0,8.0,1013.0
18,8.594,0.89,11.0,169.0,8.0,1012.0
17,8.639,0.92,6.0,161.0,8.0,1012.0
18,8.594,0.93,5.0,159.0,8.0,1011.0
17,8.55,0.93,8.0,139.0,8.0,1012.0
17,8.522,0.93,11.0,142.0,7.0,1012.0
17,8.478,0.94,12.0,150.0,7.0,1012.0
17,7.339,0.96,12.0,160.0,7.0,1012.0
17,7.2,0.96,11.0,151.0,7.0,1012.0
17,7.317,0.96,15.0,149.0,7.0,1012.0
17,6.806,0.96,10.0,149.0,7.0,1012.0
17,6.406,0.96,11.0,145.0,6.0,1012.0
17,6.733,0.94,11.0,159.0,6.0,1012.0
17,7.289,0.94,10.0,159.0,6.0,1012.0
18,9.656,0.86,19.0,151.0,14.0,1005.0
17,6.85,0.96,6.0,159.0,7.0,1011.0
17,6.972,0.94,11.0,159.0,6.0,1011.0
17,7.0,0.94,13.0,151.0,6.0,1011.0
17,6.972,0.93,9.0,150.0,8.0,1010.0
17,6.95,0.93,9.0,148.0,8.0,1010.0
17,6.028,0.99,11.0,133.0,7.0,1010.0
17,6.978,0.93,12.0,139.0,7.0,1010.0
17,8.594,0.9,17.0,131.0,10.0,1010.0
19,10.794,0.81,13.0,157.0,10.0,1010.0
19,10.972,0.81,12.0,149.0,10.0,1009.0
17,11.161,0.85,10.0,130.0,10.0,1009.0
17,13.728,0.77,17.0,159.0,10.0,1008.0
17,12.667,0.83,13.0,140.0,10.0,1008.0
17,12.067,0.86,16.0,140.0,10.0,1007.0
19,12.011,0.82,16.0,141.0,11.0,1007.0
17,10.933,0.87,16.0,140.0,11.0,1006.0
17,11.972,0.81,17.0,140.0,11.0,1006.0
17,11.689,0.83,21.0,140.0,10.0,1006.0
17,10.928,0.86,21.0,140.0,10.0,1006.0
17,10.35,0.87,20.0,130.0,15.0,1005.0
17,9.894,0.89,17.0,139.0,14.0,1005.0
17,9.883,0.86,20.0,140.0,15.0,1004.0
18,9.817,0.87,24.0,149.0,15.0,1004.0
17,9.444,0.87,11.0,101.0,7.0,998.0
18,10.389,0.87,20.0,150.0,15.0,1003.0
18,10.389,0.89,20.0,150.0,15.0,1002.0
18,10.833,0.87,19.0,141.0,9.0,1002.0
18,10.928,0.82,20.0,129.0,11.0,1002.0
18,10.994,0.81,26.0,140.0,11.0,1001.0
17,10.05,0.86,26.0,141.0,11.0,1000.0
17,10.972,0.81,29.0,160.0,11.0,1000.0
17,12.017,0.75,26.0,159.0,11.0,1000.0
17,12.55,0.73,28.0,161.0,10.0,1000.0
19,12.8,0.72,28.0,159.0,10.0,999.0
19,12.872,0.72,23.0,160.0,10.0,999.0
17,12.889,0.71,26.0,160.0,10.0,998.0
17,12.8,0.72,24.0,169.0,10.0,997.0
17,12.244,0.74,20.0,160.0,10.0,997.0
17,12.061,0.75,22.0,161.0,12.0,997.0
17,12.083,0.75,20.0,160.0,10.0,997.0
18,10.994,0.81,14.0,169.0,11.0,998.0
18,10.894,0.81,12.0,150.0,11.0,998.0
18,9.878,0.86,12.0,149.0,8.0,998.0
18,9.928,0.89,14.0,150.0,8.0,998.0
18,9.289,0.93,10.0,136.0,6.0,998.0
18,8.883,0.96,3.0,332.0,5.0,998.0
17,9.394,0.93,10.0,89.0,6.0,997.0
12,0.639,0.98,24.0,304.0,3.0,1009.0
17,8.772,0.87,6.0,69.0,8.0,996.0
18,9.256,0.84,16.0,119.0,10.0,996.0
18,9.189,0.88,12.0,123.0,8.0,996.0
17,8.7,0.94,20.0,109.0,6.0,995.0
17,8.594,0.94,11.0,96.0,6.0,996.0
19,8.456,0.93,2.0,84.0,7.0,996.0
19,7.022,1.0,3.0,15.0,6.0,997.0
18,7.483,0.99,15.0,319.0,4.0,997.0
18,5.85,0.93,21.0,298.0,5.0,998.0
18,4.817,0.93,25.0,301.0,4.0,999.0
18,3.772,0.92,28.0,291.0,4.0,1000.0
18,2.794,0.96,25.0,282.0,5.0,1001.0
18,2.667,0.96,25.0,281.0,4.0,1002.0
18,2.644,0.9,25.0,290.0,6.0,1003.0
18,2.111,0.92,25.0,280.0,7.0,1004.0
18,1.067,0.92,25.0,281.0,4.0,1005.0
12,0.05,1.0,25.0,281.0,3.0,1005.0
12,0.011,1.0,23.0,280.0,2.0,1006.0
12,-0.022,1.0,25.0,282.0,2.0,1007.0
12,-0.022,0.96,25.0,281.0,2.0,1008.0
12,-0.506,0.99,27.0,281.0,2.0,1009.0
12,-0.578,1.0,28.0,291.0,2.0,1010.0
12,-0.578,0.96,28.0,291.0,2.0,1011.0
18,-2.856,0.96,17.0,314.0,7.0,1021.0
12,-1.089,0.99,25.0,300.0,2.0,1013.0
12,-1.161,0.96,25.0,310.0,2.0,1014.0
12,-1.522,0.99,29.0,305.0,3.0,1014.0
12,-1.183,0.92,25.0,310.0,3.0,1015.0
18,-2.2,0.99,20.0,310.0,5.0,1016.0
18,-2.089,0.98,16.0,307.0,7.0,1017.0
18,-2.222,0.95,17.0,301.0,8.0,1017.0
18,-2.222,0.96,22.0,310.0,11.0,1016.0
18,-2.156,0.88,21.0,310.0,11.0,1019.0
18,-2.222,0.88,18.0,302.0,11.0,1019.0
18,-2.222,0.87,22.0,310.0,8.0,1019.0
18,-2.222,0.94,17.0,312.0,7.0,1020.0
12,-2.244,0.95,14.0,310.0,1.0,1020.0
12,-2.8,1.0,13.0,311.0,3.0,1020.0
18,-2.767,0.99,10.0,310.0,5.0,1020.0
18,-2.822,0.99,16.0,310.0,4.0,1021.0
18,-2.894,1.0,16.0,310.0,5.0,1021.0
18,-3.006,1.0,14.0,310.0,5.0,1021.0
18,-2.894,1.0,17.0,329.0,4.0,1022.0
18,-3.422,0.96,17.0,329.0,4.0,1022.0
18,-3.461,0.96,16.0,327.0,6.0,1022.0
18,-3.422,0.96,17.0,310.0,6.0,1023.0
18,-3.422,0.96,14.0,320.0,6.0,1022.0
12,-11.289,0.91,3.0,251.0,1.0,1025.0
18,-3.911,0.95,17.0,311.0,6.0,1023.0
18,-3.911,0.95,14.0,321.0,6.0,1023.0
18,-3.944,0.96,14.0,320.0,4.0,1022.0
12,-3.933,0.99,14.0,320.0,3.0,1022.0
12,-3.911,0.99,11.0,320.0,2.0,1023.0
12,-3.967,0.99,11.0,309.0,2.0,1023.0
18,-3.911,0.91,13.0,300.0,3.0,1023.0
12,-4.978,0.99,14.0,310.0,2.0,1023.0
18,-3.956,0.99,9.0,317.0,3.0,1024.0
18,-3.911,0.99,10.0,311.0,4.0,1024.0
12,-3.889,0.92,10.0,301.0,2.0,1023.0
12,-3.872,0.98,11.0,290.0,2.0,1024.0
18,-3.844,0.91,13.0,291.0,5.0,1024.0
12,-3.844,0.91,11.0,301.0,2.0,1024.0
12,-4.833,0.98,13.0,302.0,2.0,1024.0
12,-5.094,0.99,12.0,310.0,2.0,1025.0
12,-5.25,1.0,11.0,310.0,3.0,1025.0
12,-6.411,0.92,4.0,273.0,2.0,1025.0
12,-7.661,0.96,3.0,223.0,0.0,1025.0
12,-8.772,0.96,3.0,208.0,0.0,1026.0
12,-11.828,0.96,4.0,231.0,0.0,1026.0
12,-12.456,0.91,3.0,230.0,0.0,1026.0
12,-13.5,0.91,3.0,223.0,0.0,1026.0
17,-7.6,0.99,5.0,197.0,3.0,1025.0
12,-13.5,0.91,3.0,198.0,0.0,1026.0
12,-14.006,0.91,3.0,170.0,1.0,1026.0
12,-13.444,0.92,3.0,192.0,0.0,1026.0
12,-14.956,0.91,3.0,170.0,0.0,1025.0
19,-14.928,0.91,4.0,171.0,3.0,1025.0
17,-13.183,0.91,4.0,174.0,3.0,1026.0
19,-12.828,0.99,5.0,150.0,4.0,1026.0
19,-11.161,0.91,3.0,170.0,4.0,1026.0
17,-8.578,0.92,3.0,181.0,3.0,1026.0
17,-7.556,0.99,5.0,180.0,3.0,1025.0
19,-4.867,0.92,8.0,160.0,4.0,1025.0
19,-5.65,0.98,11.0,177.0,4.0,1024.0
19,-4.756,0.91,12.0,171.0,4.0,1024.0
19,-6.833,0.98,11.0,171.0,4.0,1024.0
12,-6.728,0.98,10.0,162.0,3.0,1024.0
12,-6.856,0.99,14.0,151.0,3.0,1024.0
12,-6.944,0.99,14.0,161.0,3.0,1023.0
17,-7.022,0.98,11.0,155.0,4.0,1023.0
17,-7.5,0.99,9.0,181.0,3.0,1024.0
17,-6.433,0.95,6.0,174.0,5.0,1024.0
12,-6.606,0.99,5.0,268.0,3.0,1025.0
12,-6.039,0.96,6.0,170.0,1.0,1025.0
12,-5.644,0.96,10.0,212.0,3.0,1025.0
12,-8.217,0.96,4.0,200.0,2.0,1028.0
19,-7.011,0.99,6.0,179.0,5.0,1025.0
12,-8.522,0.96,3.0,324.0,2.0,1026.0
12,-7.822,0.96,3.0,260.0,2.0,1027.0
18,-6.256,1.0,9.0,330.0,5.0,1027.0
17,-7.378,0.96,9.0,331.0,5.0,1027.0
12,-8.65,0.98,5.0,329.0,3.0,1028.0
12,-9.867,0.92,5.0,329.0,2.0,1028.0
12,-8.822,0.92,10.0,330.0,0.0,1029.0
12,-7.45,0.99,1.0,337.0,1.0,1029.0
12,-7.044,0.95,9.0,320.0,3.0,1029.0
18,-6.922,0.99,7.0,301.0,4.0,1029.0
18,-5.922,0.91,7.0,317.0,4.0,1028.0
18,-5.906,0.91,4.0,279.0,6.0,1028.0
18,-6.044,0.91,1.0,77.0,7.0,1028.0
18,-7.144,0.98,2.0,54.0,6.0,1028.0
18,-7.456,0.96,2.0,149.0,6.0,1028.0
18,-7.55,0.96,0.0,172.0,6.0,1028.0
18,-7.583,0.96,3.0,217.0,6.0,1029.0
18,-8.272,0.99,5.0,218.0,6.0,1029.0
18,-8.15,0.96,3.0,159.0,6.0,1029.0
18,-8.422,0.96,3.0,152.0,6.0,1029.0
18,-8.478,0.96,6.0,199.0,4.0,1029.0
12,2.128,1.0,3.0,116.0,0.0,1014.0
17,2.578,0.91,8.0,228.0,6.0,1015.0
12,1.644,1.0,10.0,41.0,0.0,1013.0
12,1.083,1.0,14.0,49.0,0.0,1012.0
12,1.217,1.0,18.0,66.0,0.0,1011.0
12,1.061,1.0,12.0,31.0,1.0,1009.0
12,1.061,1.0,14.0,33.0,1.0,1008.0
12,1.267,1.0,19.0,61.0,1.0,1007.0
12,2.172,1.0,14.0,80.0,2.0,1006.0
18,2.706,1.0,4.0,95.0,5.0,1005.0
18,3.856,0.99,11.0,165.0,6.0,1005.0
18,4.767,1.0,11.0,272.0,5.0,1005.0
18,3.794,1.0,11.0,139.0,5.0,1006.0
17,5.906,0.99,16.0,161.0,10.0,1005.0
17,5.878,1.0,11.0,202.0,11.0,1005.0
17,6.944,0.93,16.0,222.0,11.0,1006.0
17,5.911,0.99,16.0,249.0,6.0,1007.0
17,4.789,0.93,17.0,269.0,8.0,1008.0
17,4.772,0.93,11.0,259.0,6.0,1009.0
17,3.811,0.99,8.0,278.0,5.0,1011.0
17,2.667,1.0,8.0,231.0,5.0,1011.0
18,3.194,0.96,6.0,257.0,6.0,1013.0
18,3.15,0.96,11.0,249.0,6.0,1013.0
18,2.611,1.0,11.0,279.0,6.0,1014.0
12,-8.478,0.96,3.0,162.0,1.0,1029.0
12,-8.161,0.99,2.0,165.0,1.0,1029.0
12,-8.383,0.96,3.0,170.0,1.0,1029.0
12,-8.333,0.99,3.0,258.0,1.0,1029.0
12,-8.272,0.96,3.0,190.0,1.0,1029.0
12,-7.778,0.92,3.0,189.0,0.0,1029.0
12,-7.778,0.93,3.0,190.0,1.0,1029.0
12,-7.856,0.93,5.0,241.0,1.0,1029.0
12,-7.778,0.93,3.0,181.0,0.0,1029.0
12,-7.778,1.0,3.0,190.0,0.0,1030.0
12,-7.767,0.99,5.0,228.0,0.0,1030.0
12,-7.706,0.99,5.0,192.0,1.0,1030.0
12,-7.683,1.0,5.0,269.0,1.0,1030.0
